monat_jahr;jahr;monat;altersklasse;geschlecht;staat_d;kreis;quartiergruppe;anzahl
2009-05;2009;5;80+;W;Ausland;Kreis Centrum;St.Georgen;6
2012-03;2012;3;18-39;M;Schweiz;Kreis Ost;St.Fiden;884
2013-02;2013;2;18-39;M;Schweiz;Kreis Centrum;Riethüsli;633
2014-11;2014;11;18-39;W;Schweiz;Kreis West;Bruggen;1342
2009-05;2009;5;80+;W;Ausland;Kreis Ost;Notkersegg;2
2012-03;2012;3;18-39;M;Schweiz;Kreis West;Lachen;808
2013-02;2013;2;18-39;M;Schweiz;Kreis West;Lachen;794
2014-11;2014;11;40-59;M;Ausland;Nicht zuteilbar;nicht zuteilbar;45
2009-05;2009;5;80+;W;Ausland;Kreis West;Winkeln;3
2012-03;2012;3;18-39;W;Ausland;Kreis Ost;Langgass-Heiligkreuz;573
2013-02;2013;2;18-39;W;Ausland;Kreis Ost;Neudorf;354
2014-11;2014;11;40-59;W;Ausland;Kreis Centrum;St.Georgen;132
2009-05;2009;5;80+;W;Schweiz;Kreis Centrum;Innenstadt;74
2012-03;2012;3;18-39;W;Ausland;Kreis Ost;Neudorf;337
2013-02;2013;2;18-39;W;Schweiz;Kreis Centrum;Riethüsli;610
2014-11;2014;11;40-59;W;Ausland;Kreis Ost;Notkersegg;43
2009-05;2009;5;80+;W;Schweiz;Kreis Ost;Langgass-Heiligkreuz;271
2012-03;2012;3;18-39;W;Ausland;Kreis West;Lachen;537
2013-02;2013;2;18-39;W;Schweiz;Kreis Ost;Neudorf;834
2014-11;2014;11;40-59;W;Ausland;Nicht zuteilbar;nicht zuteilbar;18
2009-05;2009;5;80+;W;Schweiz;Nicht zuteilbar;nicht zuteilbar;62
2012-03;2012;3;18-39;W;Schweiz;Kreis Ost;Rotmonten;192
2013-02;2013;2;18-39;W;Schweiz;Kreis Ost;St.Fiden;988
2014-11;2014;11;40-59;W;Schweiz;Kreis West;Lachen;532
2009-06;2009;6;0-17;M;Ausland;Kreis Centrum;Innenstadt;25
2012-03;2012;3;18-39;W;Schweiz;Kreis Ost;St.Fiden;1000
2013-02;2013;2;18-39;W;Schweiz;Nicht zuteilbar;nicht zuteilbar;78
2014-11;2014;11;60-79;M;Ausland;Kreis Centrum;Linsebühl-Dreilinden;56
2009-06;2009;6;0-17;M;Ausland;Kreis West;Lachen;260
2012-03;2012;3;18-39;W;Schweiz;Nicht zuteilbar;nicht zuteilbar;77
2013-02;2013;2;40-59;M;Schweiz;Kreis West;Bruggen;1057
2014-11;2014;11;60-79;M;Ausland;Kreis Centrum;St.Georgen;29
2009-06;2009;6;0-17;M;Ausland;Kreis West;Winkeln;123
2012-03;2012;3;40-59;M;Ausland;Kreis Centrum;Linsebühl-Dreilinden;193
2013-02;2013;2;40-59;M;Schweiz;Nicht zuteilbar;nicht zuteilbar;86
2014-11;2014;11;60-79;M;Ausland;Kreis Ost;Neudorf;118
2009-06;2009;6;0-17;M;Ausland;Nicht zuteilbar;nicht zuteilbar;5
2012-03;2012;3;40-59;M;Ausland;Kreis Centrum;St.Jakob;134
2013-02;2013;2;40-59;W;Ausland;Kreis Centrum;Linsebühl-Dreilinden;152
2014-11;2014;11;60-79;M;Schweiz;Kreis Centrum;Innenstadt;147
2009-06;2009;6;0-17;M;Schweiz;Kreis Centrum;St.Georgen;410
2012-03;2012;3;40-59;M;Schweiz;Kreis Centrum;Riethüsli;435
2013-02;2013;2;40-59;W;Ausland;Kreis Centrum;St.Jakob;121
2014-11;2014;11;60-79;M;Schweiz;Kreis Centrum;St.Jakob;200
2009-06;2009;6;0-17;M;Schweiz;Kreis Ost;Langgass-Heiligkreuz;351
2012-03;2012;3;40-59;M;Schweiz;Kreis Ost;Rotmonten;260
2013-02;2013;2;40-59;W;Ausland;Kreis Ost;Neudorf;258
2014-11;2014;11;60-79;W;Ausland;Kreis Centrum;Rosenberg;53
2009-06;2009;6;0-17;M;Schweiz;Kreis Ost;Notkersegg;112
2012-03;2012;3;40-59;M;Schweiz;Kreis West;Bruggen;1077
2013-02;2013;2;40-59;W;Ausland;Kreis Ost;Notkersegg;41
2014-11;2014;11;60-79;W;Ausland;Kreis Centrum;St.Georgen;24
2009-06;2009;6;0-17;W;Ausland;Kreis Centrum;Rosenberg;148
2012-03;2012;3;40-59;M;Schweiz;Nicht zuteilbar;nicht zuteilbar;81
2013-02;2013;2;40-59;W;Ausland;Kreis Ost;St.Fiden;354
2014-11;2014;11;60-79;W;Ausland;Kreis Ost;Langgass-Heiligkreuz;116
2009-06;2009;6;0-17;W;Ausland;Kreis Centrum;St.Georgen;50
2012-03;2012;3;40-59;W;Ausland;Kreis Centrum;Innenstadt;76
2013-02;2013;2;40-59;W;Ausland;Kreis West;Bruggen;468
2014-11;2014;11;60-79;W;Ausland;Kreis Ost;Notkersegg;16
2009-06;2009;6;0-17;W;Ausland;Kreis Centrum;St.Jakob;54
2012-03;2012;3;40-59;W;Ausland;Kreis West;Lachen;306
2013-02;2013;2;40-59;W;Ausland;Nicht zuteilbar;nicht zuteilbar;16
2014-11;2014;11;60-79;W;Ausland;Nicht zuteilbar;nicht zuteilbar;4
2009-06;2009;6;0-17;W;Ausland;Kreis Ost;Notkersegg;23
2012-03;2012;3;40-59;W;Schweiz;Kreis Centrum;Riethüsli;446
2013-02;2013;2;40-59;W;Schweiz;Kreis Centrum;Innenstadt;192
2014-11;2014;11;60-79;W;Schweiz;Kreis Centrum;St.Georgen;419
2009-06;2009;6;0-17;W;Ausland;Kreis Ost;Rotmonten;30
2012-03;2012;3;40-59;W;Schweiz;Kreis Ost;Rotmonten;322
2013-02;2013;2;40-59;W;Schweiz;Kreis Centrum;Rosenberg;323
2014-11;2014;11;60-79;W;Schweiz;Kreis Ost;Rotmonten;298
2009-06;2009;6;0-17;W;Schweiz;Kreis Ost;Rotmonten;189
2012-03;2012;3;40-59;W;Schweiz;Kreis West;Lachen;519
2013-02;2013;2;40-59;W;Schweiz;Kreis Centrum;St.Georgen;658
2014-11;2014;11;60-79;W;Schweiz;Kreis Ost;St.Fiden;557
2009-06;2009;6;18-39;M;Ausland;Kreis Centrum;Rosenberg;472
2012-03;2012;3;60-79;M;Ausland;Kreis Centrum;St.Jakob;39
2013-02;2013;2;40-59;W;Schweiz;Kreis West;Bruggen;1160
2014-11;2014;11;60-79;W;Schweiz;Nicht zuteilbar;nicht zuteilbar;52
2009-06;2009;6;18-39;M;Ausland;Kreis Ost;Langgass-Heiligkreuz;598
2012-03;2012;3;60-79;M;Ausland;Kreis Ost;Langgass-Heiligkreuz;130
2013-02;2013;2;40-59;W;Schweiz;Nicht zuteilbar;nicht zuteilbar;69
2014-11;2014;11;80+;M;Ausland;Kreis Centrum;Linsebühl-Dreilinden;6
2009-06;2009;6;18-39;M;Ausland;Kreis Ost;Rotmonten;110
2012-03;2012;3;60-79;M;Ausland;Kreis Ost;St.Fiden;137
2013-02;2013;2;60-79;M;Ausland;Kreis Centrum;Innenstadt;40
2014-11;2014;11;80+;M;Schweiz;Kreis Centrum;Riethüsli;61
2009-06;2009;6;18-39;M;Ausland;Kreis West;Lachen;590
2012-03;2012;3;60-79;M;Ausland;Nicht zuteilbar;nicht zuteilbar;3
2013-02;2013;2;60-79;M;Ausland;Kreis Centrum;Linsebühl-Dreilinden;56
2014-11;2014;11;80+;M;Schweiz;Kreis Centrum;Rosenberg;71
2009-06;2009;6;18-39;M;Ausland;Nicht zuteilbar;nicht zuteilbar;45
2012-03;2012;3;60-79;M;Schweiz;Kreis Centrum;Riethüsli;229
2013-02;2013;2;60-79;M;Ausland;Kreis Centrum;St.Georgen;26
2014-11;2014;11;80+;M;Schweiz;Kreis Centrum;St.Jakob;65
2009-06;2009;6;18-39;M;Schweiz;Kreis Centrum;Innenstadt;610
2012-03;2012;3;60-79;M;Schweiz;Kreis Ost;Langgass-Heiligkreuz;380
2013-02;2013;2;60-79;M;Ausland;Kreis Ost;Langgass-Heiligkreuz;128
2014-11;2014;11;80+;M;Schweiz;Kreis Ost;Langgass-Heiligkreuz;118
2009-06;2009;6;18-39;M;Schweiz;Kreis Ost;Notkersegg;176
2012-03;2012;3;60-79;M;Schweiz;Kreis Ost;Rotmonten;236
2013-02;2013;2;60-79;M;Ausland;Kreis Ost;Rotmonten;19
2014-11;2014;11;80+;W;Ausland;Kreis Centrum;Rosenberg;7
2009-06;2009;6;18-39;W;Schweiz;Kreis Centrum;Riethüsli;580
2012-03;2012;3;60-79;M;Schweiz;Kreis West;Bruggen;701
2013-02;2013;2;60-79;M;Schweiz;Kreis Centrum;Innenstadt;146
2014-12;2014;12;0-17;M;Ausland;Kreis Centrum;Riethüsli;105
2009-06;2009;6;18-39;W;Schweiz;Kreis Centrum;St.Jakob;483
2012-03;2012;3;60-79;M;Schweiz;Kreis West;Winkeln;286
2013-02;2013;2;60-79;M;Schweiz;Kreis Ost;Langgass-Heiligkreuz;393
2014-12;2014;12;0-17;M;Ausland;Kreis Centrum;Rosenberg;177
2009-06;2009;6;18-39;W;Schweiz;Kreis West;Lachen;807
2012-03;2012;3;60-79;W;Ausland;Kreis Centrum;Riethüsli;44
2013-02;2013;2;60-79;M;Schweiz;Kreis Ost;Neudorf;681
2014-12;2014;12;0-17;M;Ausland;Kreis Ost;Rotmonten;61
2009-06;2009;6;18-39;W;Schweiz;Nicht zuteilbar;nicht zuteilbar;22
2012-03;2012;3;60-79;W;Ausland;Kreis Centrum;St.Jakob;45
2013-02;2013;2;60-79;M;Schweiz;Kreis Ost;Rotmonten;227
2014-12;2014;12;0-17;M;Ausland;Nicht zuteilbar;nicht zuteilbar;11
2009-06;2009;6;40-59;M;Ausland;Kreis Centrum;Riethüsli;158
2012-03;2012;3;60-79;W;Ausland;Kreis Ost;Langgass-Heiligkreuz;108
2013-02;2013;2;60-79;W;Ausland;Kreis Centrum;Innenstadt;34
2014-12;2014;12;0-17;M;Schweiz;Kreis Centrum;Riethüsli;239
2009-06;2009;6;40-59;M;Ausland;Kreis Ost;St.Fiden;377
2012-03;2012;3;60-79;W;Ausland;Kreis Ost;Notkersegg;11
2013-02;2013;2;60-79;W;Ausland;Kreis Ost;Notkersegg;10
2014-12;2014;12;0-17;M;Schweiz;Kreis Centrum;St.Georgen;370
2009-06;2009;6;40-59;M;Schweiz;Kreis Centrum;St.Georgen;569
2012-03;2012;3;60-79;W;Ausland;Kreis Ost;St.Fiden;138
2013-02;2013;2;60-79;W;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;291
2014-12;2014;12;0-17;M;Schweiz;Kreis Ost;St.Fiden;423
2009-06;2009;6;40-59;M;Schweiz;Kreis Centrum;St.Jakob;265
2012-03;2012;3;60-79;W;Schweiz;Kreis Centrum;St.Georgen;426
2013-02;2013;2;60-79;W;Schweiz;Kreis Centrum;St.Jakob;248
2014-12;2014;12;0-17;W;Ausland;Kreis Centrum;Riethüsli;90
2009-06;2009;6;40-59;M;Schweiz;Kreis Ost;Langgass-Heiligkreuz;589
2012-03;2012;3;60-79;W;Schweiz;Kreis Centrum;St.Jakob;246
2013-02;2013;2;80+;M;Ausland;Kreis Ost;Neudorf;12
2014-12;2014;12;0-17;W;Ausland;Kreis Centrum;St.Georgen;61
2009-06;2009;6;40-59;M;Schweiz;Kreis Ost;Notkersegg;173
2012-03;2012;3;60-79;W;Schweiz;Kreis Ost;Neudorf;974
2013-02;2013;2;80+;M;Ausland;Kreis West;Bruggen;18
2014-12;2014;12;0-17;W;Schweiz;Kreis Centrum;Riethüsli;258
2009-06;2009;6;40-59;M;Schweiz;Kreis Ost;Rotmonten;259
2012-03;2012;3;60-79;W;Schweiz;Kreis Ost;St.Fiden;561
2013-02;2013;2;80+;M;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;108
2014-12;2014;12;0-17;W;Schweiz;Nicht zuteilbar;nicht zuteilbar;23
2009-06;2009;6;40-59;M;Schweiz;Kreis West;Bruggen;1073
2012-03;2012;3;60-79;W;Schweiz;Kreis West;Lachen;421
2013-02;2013;2;80+;W;Ausland;Kreis Centrum;Innenstadt;2
2014-12;2014;12;18-39;M;Ausland;Kreis Centrum;Innenstadt;311
2009-06;2009;6;40-59;W;Ausland;Kreis Ost;Langgass-Heiligkreuz;283
2012-03;2012;3;80+;M;Ausland;Kreis Centrum;St.Georgen;5
2013-02;2013;2;80+;W;Ausland;Kreis Ost;Rotmonten;3
2014-12;2014;12;18-39;M;Ausland;Kreis Centrum;Riethüsli;307
2009-06;2009;6;40-59;W;Ausland;Kreis West;Bruggen;407
2012-03;2012;3;80+;M;Ausland;Kreis West;Lachen;10
2013-02;2013;2;80+;W;Ausland;Kreis Ost;St.Fiden;17
2014-12;2014;12;18-39;M;Ausland;Kreis Centrum;St.Jakob;413
2009-06;2009;6;40-59;W;Schweiz;Kreis Ost;Rotmonten;325
2012-03;2012;3;80+;M;Ausland;Kreis West;Winkeln;3
2013-02;2013;2;80+;W;Schweiz;Kreis Centrum;St.Georgen;152
2014-12;2014;12;18-39;M;Ausland;Kreis Ost;Neudorf;397
2009-06;2009;6;60-79;M;Ausland;Kreis Centrum;Linsebühl-Dreilinden;59
2012-03;2012;3;80+;M;Schweiz;Kreis Centrum;Innenstadt;28
2013-02;2013;2;80+;W;Schweiz;Kreis Centrum;St.Jakob;130
2014-12;2014;12;18-39;M;Schweiz;Kreis Centrum;St.Jakob;608
2009-06;2009;6;60-79;M;Ausland;Kreis Centrum;Rosenberg;63
2012-03;2012;3;80+;M;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;96
2013-02;2013;2;80+;W;Schweiz;Kreis West;Lachen;230
2014-12;2014;12;18-39;M;Schweiz;Kreis Ost;Notkersegg;154
2009-06;2009;6;60-79;M;Schweiz;Kreis Centrum;Riethüsli;219
2012-03;2012;3;80+;M;Schweiz;Kreis Centrum;St.Jakob;71
2013-03;2013;3;0-17;M;Ausland;Kreis Centrum;Linsebühl-Dreilinden;52
2014-12;2014;12;18-39;M;Schweiz;Kreis West;Winkeln;469
2009-06;2009;6;60-79;M;Schweiz;Kreis Centrum;St.Georgen;337
2012-03;2012;3;80+;M;Schweiz;Kreis Ost;Rotmonten;59
2013-03;2013;3;0-17;M;Ausland;Kreis Centrum;Riethüsli;95
2014-12;2014;12;18-39;W;Ausland;Kreis Ost;Notkersegg;68
2009-06;2009;6;60-79;W;Ausland;Kreis Centrum;Linsebühl-Dreilinden;61
2012-03;2012;3;80+;M;Schweiz;Kreis West;Bruggen;170
2013-03;2013;3;0-17;M;Ausland;Kreis Ost;Notkersegg;23
2014-12;2014;12;18-39;W;Ausland;Kreis Ost;Rotmonten;104
2009-06;2009;6;60-79;W;Ausland;Kreis Centrum;Rosenberg;47
2012-03;2012;3;80+;W;Ausland;Kreis Centrum;St.Jakob;5
2013-03;2013;3;0-17;M;Schweiz;Kreis Centrum;Riethüsli;244
2014-12;2014;12;18-39;W;Ausland;Kreis Ost;St.Fiden;622
2009-06;2009;6;60-79;W;Schweiz;Kreis Centrum;Innenstadt;160
2012-03;2012;3;80+;W;Schweiz;Kreis Ost;St.Fiden;238
2013-03;2013;3;0-17;M;Schweiz;Kreis Centrum;St.Jakob;125
2014-12;2014;12;18-39;W;Schweiz;Kreis Centrum;Innenstadt;508
2009-06;2009;6;60-79;W;Schweiz;Kreis West;Lachen;442
2012-03;2012;3;80+;W;Schweiz;Kreis West;Bruggen;364
2013-03;2013;3;0-17;M;Schweiz;Kreis Ost;Neudorf;523
2014-12;2014;12;18-39;W;Schweiz;Kreis Ost;Notkersegg;164
2009-06;2009;6;80+;M;Ausland;Kreis Centrum;Innenstadt;2
2012-03;2012;3;80+;W;Schweiz;Kreis West;Lachen;240
2013-03;2013;3;0-17;M;Schweiz;Kreis Ost;St.Fiden;419
2014-12;2014;12;18-39;W;Schweiz;Nicht zuteilbar;nicht zuteilbar;55
2009-06;2009;6;80+;M;Ausland;Kreis Centrum;Riethüsli;3
2012-04;2012;4;0-17;M;Ausland;Kreis Ost;St.Fiden;248
2013-03;2013;3;0-17;W;Ausland;Kreis West;Winkeln;109
2014-12;2014;12;40-59;M;Ausland;Kreis Ost;Rotmonten;71
2009-06;2009;6;80+;M;Schweiz;Kreis Ost;Langgass-Heiligkreuz;138
2012-04;2012;4;0-17;M;Ausland;Kreis West;Winkeln;125
2013-03;2013;3;0-17;W;Schweiz;Kreis Centrum;St.Jakob;126
2014-12;2014;12;40-59;M;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;360
2009-06;2009;6;80+;W;Ausland;Kreis Centrum;Innenstadt;2
2012-04;2012;4;0-17;M;Ausland;Nicht zuteilbar;nicht zuteilbar;9
2013-03;2013;3;0-17;W;Schweiz;Kreis Ost;St.Fiden;443
2014-12;2014;12;40-59;W;Ausland;Kreis Centrum;Riethüsli;149
2009-06;2009;6;80+;W;Ausland;Kreis Ost;Rotmonten;3
2012-04;2012;4;0-17;M;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;162
2013-03;2013;3;0-17;W;Schweiz;Kreis West;Bruggen;640
2014-12;2014;12;40-59;W;Ausland;Kreis West;Bruggen;497
2009-06;2009;6;80+;W;Ausland;Nicht zuteilbar;nicht zuteilbar;1
2012-04;2012;4;0-17;M;Schweiz;Kreis Centrum;St.Jakob;130
2013-03;2013;3;18-39;M;Ausland;Kreis Centrum;Riethüsli;287
2014-12;2014;12;40-59;W;Schweiz;Kreis Centrum;Innenstadt;188
2009-06;2009;6;80+;W;Schweiz;Kreis Centrum;Innenstadt;76
2012-04;2012;4;0-17;M;Schweiz;Kreis Ost;Langgass-Heiligkreuz;351
2013-03;2013;3;18-39;M;Ausland;Kreis Ost;St.Fiden;655
2014-12;2014;12;40-59;W;Schweiz;Kreis Ost;Langgass-Heiligkreuz;623
2009-06;2009;6;80+;W;Schweiz;Kreis Ost;Neudorf;381
2012-04;2012;4;0-17;M;Schweiz;Kreis Ost;Notkersegg;100
2013-03;2013;3;18-39;M;Ausland;Kreis West;Bruggen;793
2014-12;2014;12;40-59;W;Schweiz;Kreis Ost;St.Fiden;711
2009-06;2009;6;80+;W;Schweiz;Kreis Ost;Notkersegg;58
2012-04;2012;4;0-17;M;Schweiz;Kreis Ost;St.Fiden;431
2013-03;2013;3;18-39;M;Ausland;Kreis West;Lachen;584
2014-12;2014;12;40-59;W;Schweiz;Kreis West;Bruggen;1159
2009-06;2009;6;80+;W;Schweiz;Kreis Ost;St.Fiden;251
2012-04;2012;4;0-17;W;Ausland;Kreis Centrum;Riethüsli;84
2013-03;2013;3;18-39;M;Schweiz;Kreis Centrum;Riethüsli;630
2014-12;2014;12;60-79;M;Ausland;Kreis Centrum;Linsebühl-Dreilinden;55
2009-07;2009;7;0-17;M;Ausland;Kreis Centrum;Innenstadt;25
2012-04;2012;4;0-17;W;Ausland;Kreis Ost;Notkersegg;22
2013-03;2013;3;18-39;M;Schweiz;Kreis Centrum;St.Jakob;585
2014-12;2014;12;60-79;M;Ausland;Kreis West;Bruggen;177
2009-07;2009;7;0-17;M;Ausland;Kreis Centrum;Linsebühl-Dreilinden;57
2012-04;2012;4;0-17;W;Schweiz;Kreis Centrum;Riethüsli;267
2013-03;2013;3;18-39;M;Schweiz;Kreis West;Bruggen;1296
2014-12;2014;12;60-79;M;Schweiz;Kreis Ost;Notkersegg;160
2009-07;2009;7;0-17;M;Schweiz;Kreis Ost;Notkersegg;114
2012-04;2012;4;0-17;W;Schweiz;Kreis Centrum;Rosenberg;115
2013-03;2013;3;18-39;W;Ausland;Kreis Centrum;Riethüsli;265
2014-12;2014;12;60-79;M;Schweiz;Kreis Ost;Rotmonten;238
2009-07;2009;7;0-17;M;Schweiz;Kreis Ost;St.Fiden;409
2012-04;2012;4;0-17;W;Schweiz;Kreis Centrum;St.Georgen;355
2013-03;2013;3;18-39;W;Ausland;Kreis Centrum;St.Georgen;165
2014-12;2014;12;60-79;W;Ausland;Kreis Centrum;Linsebühl-Dreilinden;49
2009-07;2009;7;0-17;W;Ausland;Kreis Ost;St.Fiden;259
2012-04;2012;4;0-17;W;Schweiz;Kreis Centrum;St.Jakob;132
2013-03;2013;3;18-39;W;Ausland;Kreis Ost;Langgass-Heiligkreuz;588
2014-12;2014;12;60-79;W;Ausland;Kreis Ost;Langgass-Heiligkreuz;115
2009-07;2009;7;18-39;M;Ausland;Kreis Centrum;Linsebühl-Dreilinden;357
2012-04;2012;4;0-17;W;Schweiz;Kreis Ost;Neudorf;511
2013-03;2013;3;18-39;W;Ausland;Kreis Ost;Neudorf;351
2014-12;2014;12;60-79;W;Ausland;Kreis Ost;Neudorf;119
2009-07;2009;7;18-39;M;Ausland;Kreis Ost;Langgass-Heiligkreuz;591
2012-04;2012;4;0-17;W;Schweiz;Kreis West;Lachen;284
2013-03;2013;3;18-39;W;Schweiz;Kreis Centrum;Rosenberg;668
2014-12;2014;12;60-79;W;Ausland;Kreis Ost;St.Fiden;154
2009-07;2009;7;18-39;M;Ausland;Kreis Ost;Neudorf;321
2012-04;2012;4;18-39;M;Ausland;Kreis Centrum;Riethüsli;277
2013-03;2013;3;40-59;M;Ausland;Kreis Centrum;St.Jakob;130
2014-12;2014;12;60-79;W;Ausland;Kreis West;Winkeln;53
2009-07;2009;7;18-39;M;Ausland;Kreis Ost;Notkersegg;47
2012-04;2012;4;18-39;M;Ausland;Kreis Ost;Rotmonten;132
2013-03;2013;3;40-59;M;Ausland;Kreis Ost;Notkersegg;43
2014-12;2014;12;60-79;W;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;280
2009-07;2009;7;18-39;M;Ausland;Kreis Ost;Rotmonten;101
2012-04;2012;4;18-39;M;Schweiz;Kreis Centrum;St.Georgen;664
2013-03;2013;3;40-59;M;Ausland;Kreis West;Winkeln;182
2014-12;2014;12;60-79;W;Schweiz;Kreis Ost;Langgass-Heiligkreuz;525
2009-07;2009;7;18-39;M;Ausland;Kreis West;Winkeln;221
2012-04;2012;4;18-39;M;Schweiz;Nicht zuteilbar;nicht zuteilbar;91
2013-03;2013;3;40-59;M;Schweiz;Kreis Centrum;St.Georgen;599
2014-12;2014;12;60-79;W;Schweiz;Kreis Ost;Notkersegg;188
2009-07;2009;7;18-39;M;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;669
2012-04;2012;4;18-39;W;Ausland;Kreis Centrum;Linsebühl-Dreilinden;333
2013-03;2013;3;40-59;M;Schweiz;Kreis Ost;Langgass-Heiligkreuz;576
2014-12;2014;12;60-79;W;Schweiz;Kreis West;Winkeln;356
2009-07;2009;7;18-39;M;Schweiz;Kreis Centrum;St.Georgen;669
2012-04;2012;4;18-39;W;Ausland;Kreis Centrum;Riethüsli;248
2013-03;2013;3;40-59;M;Schweiz;Kreis West;Winkeln;361
2014-12;2014;12;80+;M;Ausland;Kreis Centrum;Linsebühl-Dreilinden;6
2009-07;2009;7;18-39;M;Schweiz;Kreis Centrum;St.Jakob;621
2012-04;2012;4;18-39;W;Ausland;Kreis Ost;Notkersegg;53
2013-03;2013;3;40-59;W;Ausland;Kreis Centrum;Rosenberg;129
2014-12;2014;12;80+;M;Ausland;Kreis Ost;Langgass-Heiligkreuz;14
2009-07;2009;7;18-39;W;Ausland;Kreis Ost;Langgass-Heiligkreuz;538
2012-04;2012;4;18-39;W;Schweiz;Kreis Centrum;Innenstadt;503
2013-03;2013;3;40-59;W;Ausland;Kreis Ost;Langgass-Heiligkreuz;314
2014-12;2014;12;80+;M;Ausland;Kreis Ost;Rotmonten;3
2009-07;2009;7;18-39;W;Ausland;Kreis West;Bruggen;720
2012-04;2012;4;18-39;W;Schweiz;Kreis Ost;Langgass-Heiligkreuz;913
2013-03;2013;3;40-59;W;Ausland;Kreis Ost;Notkersegg;41
2014-12;2014;12;80+;M;Ausland;Kreis West;Lachen;14
2009-07;2009;7;18-39;W;Ausland;Kreis West;Lachen;523
2012-04;2012;4;18-39;W;Schweiz;Kreis West;Lachen;779
2013-03;2013;3;40-59;W;Schweiz;Kreis Centrum;Rosenberg;326
2014-12;2014;12;80+;M;Schweiz;Kreis Ost;Notkersegg;32
2009-07;2009;7;18-39;W;Schweiz;Kreis Ost;Langgass-Heiligkreuz;909
2012-04;2012;4;18-39;W;Schweiz;Nicht zuteilbar;nicht zuteilbar;76
2013-03;2013;3;40-59;W;Schweiz;Kreis Ost;Notkersegg;214
2014-12;2014;12;80+;W;Ausland;Kreis Centrum;St.Georgen;5
2009-07;2009;7;40-59;M;Schweiz;Kreis Centrum;St.Jakob;269
2012-04;2012;4;40-59;M;Ausland;Kreis Centrum;Innenstadt;135
2013-03;2013;3;60-79;M;Ausland;Kreis Centrum;Innenstadt;40
2014-12;2014;12;80+;W;Ausland;Nicht zuteilbar;nicht zuteilbar;6
2009-07;2009;7;40-59;M;Schweiz;Kreis Ost;Neudorf;780
2012-04;2012;4;40-59;M;Ausland;Kreis Centrum;Linsebühl-Dreilinden;196
2013-03;2013;3;60-79;M;Ausland;Kreis Centrum;St.Georgen;26
2014-12;2014;12;80+;W;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;327
2009-07;2009;7;40-59;M;Schweiz;Kreis Ost;Rotmonten;259
2012-04;2012;4;40-59;M;Ausland;Kreis Centrum;St.Jakob;138
2013-03;2013;3;60-79;M;Schweiz;Kreis Ost;Rotmonten;228
2014-12;2014;12;80+;W;Schweiz;Kreis Centrum;St.Jakob;124
2009-07;2009;7;40-59;M;Schweiz;Kreis West;Lachen;514
2012-04;2012;4;40-59;M;Ausland;Kreis Ost;Notkersegg;38
2013-03;2013;3;60-79;W;Ausland;Kreis Centrum;Innenstadt;34
2014-12;2014;12;80+;W;Schweiz;Kreis Ost;Langgass-Heiligkreuz;244
2009-07;2009;7;40-59;W;Ausland;Kreis Centrum;Riethüsli;124
2012-04;2012;4;40-59;M;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;390
2013-03;2013;3;60-79;W;Ausland;Kreis Centrum;Rosenberg;48
2014-12;2014;12;80+;W;Schweiz;Kreis Ost;Rotmonten;134
2009-07;2009;7;40-59;W;Schweiz;Kreis Centrum;St.Jakob;297
2012-04;2012;4;40-59;M;Schweiz;Kreis Ost;Langgass-Heiligkreuz;587
2013-03;2013;3;60-79;W;Ausland;Kreis Ost;Neudorf;120
2013-01;2013;1;0-17;M;Ausland;Kreis Centrum;St.Jakob;70
2009-07;2009;7;40-59;W;Schweiz;Kreis Ost;Notkersegg;202
2012-04;2012;4;40-59;M;Schweiz;Kreis Ost;Rotmonten;260
2013-03;2013;3;60-79;W;Ausland;Kreis West;Winkeln;52
2013-01;2013;1;0-17;M;Ausland;Kreis Ost;Rotmonten;55
2009-07;2009;7;40-59;W;Schweiz;Kreis West;Winkeln;411
2012-04;2012;4;40-59;M;Schweiz;Kreis Ost;St.Fiden;652
2013-03;2013;3;60-79;W;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;292
2013-01;2013;1;0-17;M;Ausland;Kreis West;Lachen;211
2009-07;2009;7;60-79;M;Ausland;Kreis Centrum;Innenstadt;34
2012-04;2012;4;40-59;W;Ausland;Kreis Centrum;Innenstadt;75
2013-03;2013;3;80+;M;Ausland;Kreis Centrum;Riethüsli;2
2013-01;2013;1;0-17;M;Schweiz;Kreis Centrum;Rosenberg;134
2009-07;2009;7;60-79;M;Ausland;Kreis Centrum;Riethüsli;47
2012-04;2012;4;40-59;W;Ausland;Kreis Centrum;Linsebühl-Dreilinden;145
2013-03;2013;3;80+;M;Ausland;Kreis Centrum;St.Jakob;3
2013-01;2013;1;0-17;M;Schweiz;Kreis Centrum;St.Georgen;395
2009-07;2009;7;60-79;M;Ausland;Kreis Centrum;Rosenberg;65
2012-04;2012;4;40-59;W;Schweiz;Kreis Centrum;Innenstadt;197
2013-03;2013;3;80+;M;Ausland;Kreis Ost;St.Fiden;15
