monat_jahr;jahr;monat;altersklasse;geschlecht;staat_d;kreis;quartiergruppe;anzahl
2013-01;2013;1;0-17;M;Schweiz;Kreis Centrum;St.Jakob;122
2009-07;2009;7;60-79;M;Schweiz;Kreis Ost;St.Fiden;415
2012-04;2012;4;40-59;W;Schweiz;Kreis West;Bruggen;1186
2013-03;2013;3;80+;M;Schweiz;Kreis Ost;Notkersegg;30
2013-01;2013;1;0-17;M;Schweiz;Kreis Ost;Notkersegg;106
2009-07;2009;7;60-79;M;Schweiz;Nicht zuteilbar;nicht zuteilbar;29
2012-04;2012;4;60-79;M;Ausland;Kreis Centrum;St.Jakob;41
2013-03;2013;3;80+;W;Ausland;Kreis Centrum;St.Georgen;6
2013-01;2013;1;0-17;M;Schweiz;Kreis Ost;Rotmonten;181
2009-07;2009;7;60-79;W;Ausland;Kreis Centrum;Innenstadt;31
2012-04;2012;4;60-79;M;Ausland;Kreis Ost;Langgass-Heiligkreuz;130
2013-03;2013;3;80+;W;Ausland;Kreis Ost;Langgass-Heiligkreuz;16
2013-01;2013;1;0-17;M;Schweiz;Kreis Ost;St.Fiden;423
2009-07;2009;7;60-79;W;Ausland;Nicht zuteilbar;nicht zuteilbar;1
2012-04;2012;4;60-79;M;Ausland;Kreis West;Bruggen;156
2013-03;2013;3;80+;W;Ausland;Kreis West;Winkeln;5
2013-01;2013;1;0-17;W;Ausland;Kreis Centrum;Rosenberg;147
2009-07;2009;7;60-79;W;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;298
2012-04;2012;4;60-79;M;Ausland;Kreis West;Lachen;129
2013-03;2013;3;80+;W;Schweiz;Kreis Centrum;Riethüsli;88
2013-01;2013;1;0-17;W;Ausland;Kreis Ost;St.Fiden;269
2009-07;2009;7;60-79;W;Schweiz;Kreis Centrum;Riethüsli;307
2012-04;2012;4;60-79;M;Schweiz;Kreis Centrum;Innenstadt;145
2013-03;2013;3;80+;W;Schweiz;Kreis Centrum;St.Georgen;149
2013-01;2013;1;0-17;W;Ausland;Kreis West;Bruggen;354
2009-07;2009;7;60-79;W;Schweiz;Kreis Ost;Neudorf;983
2012-04;2012;4;60-79;M;Schweiz;Kreis Centrum;St.Jakob;187
2013-03;2013;3;80+;W;Schweiz;Kreis Centrum;St.Jakob;130
2013-01;2013;1;0-17;W;Ausland;Kreis West;Winkeln;105
2009-07;2009;7;60-79;W;Schweiz;Kreis West;Lachen;440
2012-04;2012;4;60-79;M;Schweiz;Kreis West;Bruggen;701
2013-03;2013;3;80+;W;Schweiz;Kreis Ost;St.Fiden;212
2013-01;2013;1;0-17;W;Schweiz;Kreis Ost;Rotmonten;169
2009-07;2009;7;80+;M;Ausland;Kreis Centrum;Innenstadt;2
2012-04;2012;4;60-79;M;Schweiz;Nicht zuteilbar;nicht zuteilbar;49
2013-03;2013;3;80+;W;Schweiz;Kreis West;Winkeln;82
2013-01;2013;1;18-39;M;Ausland;Kreis Centrum;Riethüsli;292
2009-07;2009;7;80+;M;Ausland;Kreis Centrum;Riethüsli;3
2012-04;2012;4;60-79;W;Ausland;Kreis Centrum;St.Georgen;19
2013-04;2013;4;0-17;M;Ausland;Kreis Centrum;St.Jakob;70
2013-01;2013;1;18-39;M;Ausland;Kreis Ost;Langgass-Heiligkreuz;681
2009-07;2009;7;80+;M;Ausland;Kreis Centrum;St.Georgen;2
2012-04;2012;4;60-79;W;Ausland;Kreis Ost;St.Fiden;140
2013-04;2013;4;0-17;M;Ausland;Kreis West;Bruggen;389
2013-01;2013;1;18-39;M;Ausland;Nicht zuteilbar;nicht zuteilbar;51
2009-07;2009;7;80+;M;Ausland;Kreis Ost;Rotmonten;4
2012-04;2012;4;60-79;W;Ausland;Kreis West;Bruggen;107
2013-04;2013;4;0-17;M;Ausland;Nicht zuteilbar;nicht zuteilbar;8
2013-01;2013;1;18-39;M;Schweiz;Kreis Centrum;Innenstadt;617
2009-07;2009;7;80+;M;Ausland;Kreis Ost;St.Fiden;11
2012-04;2012;4;60-79;W;Ausland;Kreis West;Lachen;93
2013-04;2013;4;0-17;M;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;162
2013-01;2013;1;18-39;M;Schweiz;Kreis Ost;Notkersegg;158
2009-07;2009;7;80+;M;Ausland;Kreis West;Lachen;3
2012-04;2012;4;60-79;W;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;295
2013-04;2013;4;0-17;M;Schweiz;Kreis Centrum;St.Georgen;395
2013-01;2013;1;18-39;M;Schweiz;Kreis West;Bruggen;1293
2009-07;2009;7;80+;M;Ausland;Nicht zuteilbar;nicht zuteilbar;1
2012-04;2012;4;60-79;W;Schweiz;Kreis Centrum;Riethüsli;298
2013-04;2013;4;0-17;M;Schweiz;Kreis Ost;Langgass-Heiligkreuz;347
2013-01;2013;1;18-39;M;Schweiz;Nicht zuteilbar;nicht zuteilbar;95
2009-07;2009;7;80+;M;Schweiz;Kreis Centrum;Riethüsli;53
2012-04;2012;4;60-79;W;Schweiz;Kreis Ost;Notkersegg;184
2013-04;2013;4;0-17;M;Schweiz;Kreis Ost;Neudorf;521
2013-01;2013;1;18-39;W;Ausland;Kreis Centrum;Innenstadt;170
2009-07;2009;7;80+;M;Schweiz;Kreis Ost;Langgass-Heiligkreuz;136
2012-04;2012;4;60-79;W;Schweiz;Kreis West;Lachen;421
2013-04;2013;4;0-17;W;Ausland;Kreis Centrum;Innenstadt;18
2013-01;2013;1;18-39;W;Ausland;Kreis Centrum;Rosenberg;298
2009-07;2009;7;80+;M;Schweiz;Kreis West;Bruggen;161
2012-04;2012;4;80+;M;Ausland;Kreis Centrum;Innenstadt;1
2013-04;2013;4;0-17;W;Ausland;Kreis Centrum;Linsebühl-Dreilinden;65
2013-01;2013;1;18-39;W;Ausland;Kreis Centrum;St.Jakob;272
2009-07;2009;7;80+;W;Ausland;Kreis Centrum;Riethüsli;5
2012-04;2012;4;80+;M;Ausland;Kreis Centrum;Linsebühl-Dreilinden;5
2013-04;2013;4;0-17;W;Ausland;Kreis Ost;Rotmonten;56
2013-01;2013;1;18-39;W;Ausland;Kreis Ost;Notkersegg;56
2009-07;2009;7;80+;W;Ausland;Kreis Ost;Rotmonten;3
2012-04;2012;4;80+;M;Ausland;Kreis Centrum;Rosenberg;5
2013-04;2013;4;0-17;W;Schweiz;Kreis Centrum;Rosenberg;114
2013-01;2013;1;18-39;W;Ausland;Kreis Ost;Rotmonten;87
2009-07;2009;7;80+;W;Schweiz;Kreis Centrum;Riethüsli;79
2012-04;2012;4;80+;M;Ausland;Kreis Ost;Langgass-Heiligkreuz;8
2013-04;2013;4;0-17;W;Schweiz;Kreis Ost;St.Fiden;448
2013-01;2013;1;18-39;W;Schweiz;Kreis West;Lachen;832
2009-07;2009;7;80+;W;Schweiz;Kreis Ost;Langgass-Heiligkreuz;271
2012-04;2012;4;80+;M;Ausland;Kreis Ost;St.Fiden;13
2013-04;2013;4;0-17;W;Schweiz;Kreis West;Winkeln;257
2013-01;2013;1;40-59;M;Ausland;Kreis Centrum;Linsebühl-Dreilinden;203
2009-07;2009;7;80+;W;Schweiz;Kreis West;Winkeln;83
2012-04;2012;4;80+;M;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;94
2013-04;2013;4;18-39;M;Ausland;Kreis Centrum;Riethüsli;282
2013-01;2013;1;40-59;M;Ausland;Kreis Ost;Rotmonten;75
2009-07;2009;7;80+;W;Schweiz;Nicht zuteilbar;nicht zuteilbar;48
2012-04;2012;4;80+;M;Schweiz;Kreis Centrum;St.Jakob;73
2013-04;2013;4;18-39;M;Ausland;Kreis Centrum;Rosenberg;502
2013-01;2013;1;40-59;M;Ausland;Kreis West;Winkeln;182
2009-08;2009;8;0-17;M;Ausland;Kreis West;Winkeln;124
2012-04;2012;4;80+;W;Ausland;Kreis West;Winkeln;4
2013-04;2013;4;18-39;M;Ausland;Kreis Ost;Neudorf;425
2013-01;2013;1;40-59;M;Schweiz;Kreis West;Winkeln;358
2009-08;2009;8;0-17;M;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;158
2012-04;2012;4;80+;W;Schweiz;Kreis Centrum;Innenstadt;67
2013-04;2013;4;18-39;M;Schweiz;Kreis Centrum;Riethüsli;631
2013-01;2013;1;40-59;W;Ausland;Kreis Ost;Rotmonten;67
2009-08;2009;8;0-17;M;Schweiz;Kreis Ost;Langgass-Heiligkreuz;345
2012-04;2012;4;80+;W;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;311
2013-04;2013;4;18-39;M;Schweiz;Kreis Ost;Notkersegg;157
2013-01;2013;1;40-59;W;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;398
2009-08;2009;8;0-17;M;Schweiz;Kreis Ost;Rotmonten;198
2012-04;2012;4;80+;W;Schweiz;Kreis Centrum;Rosenberg;147
2013-04;2013;4;18-39;M;Schweiz;Kreis Ost;St.Fiden;907
2013-01;2013;1;40-59;W;Schweiz;Kreis Centrum;Rosenberg;324
2009-08;2009;8;0-17;M;Schweiz;Kreis West;Bruggen;690
2012-04;2012;4;80+;W;Schweiz;Kreis Ost;Langgass-Heiligkreuz;263
2013-04;2013;4;18-39;M;Schweiz;Kreis West;Bruggen;1316
2013-01;2013;1;40-59;W;Schweiz;Kreis Ost;Rotmonten;325
2009-08;2009;8;0-17;M;Schweiz;Kreis West;Winkeln;299
2012-04;2012;4;80+;W;Schweiz;Kreis Ost;Rotmonten;148
2013-04;2013;4;18-39;W;Ausland;Kreis Centrum;St.Jakob;274
2013-01;2013;1;40-59;W;Schweiz;Kreis West;Lachen;536
2009-08;2009;8;0-17;M;Schweiz;Nicht zuteilbar;nicht zuteilbar;13
2012-04;2012;4;80+;W;Schweiz;Kreis Ost;St.Fiden;240
2013-04;2013;4;18-39;W;Schweiz;Kreis Centrum;Innenstadt;527
2013-01;2013;1;60-79;M;Ausland;Kreis Centrum;Linsebühl-Dreilinden;58
2009-08;2009;8;0-17;W;Ausland;Kreis Centrum;Innenstadt;19
2012-04;2012;4;80+;W;Schweiz;Kreis West;Lachen;239
2013-04;2013;4;18-39;W;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;632
2013-01;2013;1;60-79;M;Ausland;Kreis Centrum;Riethüsli;57
2009-08;2009;8;0-17;W;Ausland;Kreis Centrum;Riethüsli;103
2012-05;2012;5;0-17;M;Ausland;Kreis Centrum;St.Jakob;65
2013-04;2013;4;18-39;W;Schweiz;Kreis Centrum;Rosenberg;671
2013-01;2013;1;60-79;M;Ausland;Kreis Ost;Notkersegg;18
2009-08;2009;8;0-17;W;Ausland;Kreis Ost;Langgass-Heiligkreuz;251
2012-05;2012;5;0-17;M;Ausland;Kreis Ost;Notkersegg;24
2013-04;2013;4;18-39;W;Schweiz;Kreis Ost;Notkersegg;162
2013-01;2013;1;60-79;M;Ausland;Kreis Ost;Rotmonten;19
2009-08;2009;8;0-17;W;Ausland;Kreis West;Bruggen;356
2012-05;2012;5;0-17;M;Ausland;Kreis Ost;St.Fiden;239
2013-04;2013;4;18-39;W;Schweiz;Kreis West;Bruggen;1324
2013-01;2013;1;60-79;M;Ausland;Kreis West;Bruggen;159
2009-08;2009;8;0-17;W;Schweiz;Kreis Ost;Rotmonten;192
2012-05;2012;5;0-17;M;Ausland;Nicht zuteilbar;nicht zuteilbar;8
2013-04;2013;4;18-39;W;Schweiz;Nicht zuteilbar;nicht zuteilbar;74
2013-01;2013;1;60-79;M;Ausland;Nicht zuteilbar;nicht zuteilbar;6
2009-08;2009;8;18-39;M;Ausland;Kreis Centrum;Linsebühl-Dreilinden;373
2012-05;2012;5;0-17;M;Schweiz;Kreis Centrum;Innenstadt;39
2013-04;2013;4;40-59;M;Ausland;Kreis Centrum;Linsebühl-Dreilinden;216
2013-01;2013;1;60-79;M;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;211
2009-08;2009;8;18-39;M;Ausland;Kreis West;Bruggen;768
2012-05;2012;5;0-17;M;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;163
2013-04;2013;4;40-59;M;Ausland;Kreis Centrum;St.Georgen;140
2013-01;2013;1;60-79;M;Schweiz;Kreis Centrum;Riethüsli;237
2009-08;2009;8;18-39;M;Schweiz;Kreis Centrum;Riethüsli;633
2012-05;2012;5;0-17;M;Schweiz;Kreis Ost;Notkersegg;100
2013-04;2013;4;40-59;M;Ausland;Kreis Ost;Langgass-Heiligkreuz;385
2013-01;2013;1;60-79;M;Schweiz;Kreis Ost;Notkersegg;159
2009-08;2009;8;18-39;M;Schweiz;Kreis Ost;Neudorf;752
2012-05;2012;5;0-17;M;Schweiz;Kreis Ost;St.Fiden;432
2013-04;2013;4;40-59;M;Ausland;Kreis West;Lachen;381
2013-01;2013;1;60-79;M;Schweiz;Kreis West;Bruggen;721
2009-08;2009;8;18-39;M;Schweiz;Kreis Ost;Notkersegg;177
2012-05;2012;5;0-17;M;Schweiz;Kreis West;Winkeln;294
2013-04;2013;4;40-59;M;Schweiz;Kreis Ost;Langgass-Heiligkreuz;573
2013-01;2013;1;60-79;W;Ausland;Kreis Centrum;Innenstadt;34
2009-08;2009;8;18-39;M;Schweiz;Kreis West;Bruggen;1229
2012-05;2012;5;0-17;W;Ausland;Kreis Centrum;Linsebühl-Dreilinden;63
2013-04;2013;4;40-59;M;Schweiz;Kreis Ost;Notkersegg;175
2013-01;2013;1;60-79;W;Ausland;Kreis Ost;Notkersegg;10
2009-08;2009;8;18-39;M;Schweiz;Nicht zuteilbar;nicht zuteilbar;47
2012-05;2012;5;0-17;W;Ausland;Kreis Centrum;Riethüsli;78
2013-04;2013;4;40-59;M;Schweiz;Kreis Ost;St.Fiden;642
2013-01;2013;1;60-79;W;Ausland;Kreis Ost;Rotmonten;23
2009-08;2009;8;18-39;W;Ausland;Kreis Centrum;Rosenberg;320
2012-05;2012;5;0-17;W;Ausland;Kreis Ost;Neudorf;164
2013-04;2013;4;40-59;M;Schweiz;Kreis West;Winkeln;363
2013-01;2013;1;60-79;W;Ausland;Kreis West;Lachen;102
2009-08;2009;8;18-39;W;Ausland;Kreis Centrum;St.Georgen;172
2012-05;2012;5;0-17;W;Ausland;Kreis West;Winkeln;106
2013-04;2013;4;40-59;W;Ausland;Kreis Ost;Neudorf;259
2013-01;2013;1;60-79;W;Schweiz;Kreis Centrum;Rosenberg;296
2009-08;2009;8;18-39;W;Ausland;Kreis Ost;St.Fiden;561
2012-05;2012;5;0-17;W;Schweiz;Kreis Ost;Langgass-Heiligkreuz;367
2013-04;2013;4;40-59;W;Schweiz;Kreis Centrum;St.Jakob;290
2013-01;2013;1;60-79;W;Schweiz;Kreis Ost;Langgass-Heiligkreuz;546
2009-08;2009;8;18-39;W;Ausland;Kreis West;Winkeln;201
2012-05;2012;5;18-39;M;Ausland;Kreis Centrum;Rosenberg;463
2013-04;2013;4;40-59;W;Schweiz;Kreis Ost;Notkersegg;217
2013-01;2013;1;80+;M;Ausland;Kreis Centrum;St.Georgen;5
2009-08;2009;8;18-39;W;Ausland;Nicht zuteilbar;nicht zuteilbar;12
2012-05;2012;5;18-39;M;Ausland;Kreis Ost;Notkersegg;58
2013-04;2013;4;40-59;W;Schweiz;Kreis Ost;Rotmonten;324
2013-01;2013;1;80+;M;Ausland;Kreis Centrum;St.Jakob;3
2009-08;2009;8;18-39;W;Schweiz;Kreis Centrum;Innenstadt;506
2012-05;2012;5;18-39;M;Ausland;Nicht zuteilbar;nicht zuteilbar;53
2013-04;2013;4;40-59;W;Schweiz;Kreis West;Bruggen;1151
2013-01;2013;1;80+;M;Ausland;Kreis Ost;Rotmonten;2
2009-08;2009;8;18-39;W;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;635
2012-05;2012;5;18-39;M;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;653
2013-04;2013;4;60-79;M;Ausland;Kreis Centrum;Rosenberg;63
2013-01;2013;1;80+;M;Ausland;Kreis Ost;St.Fiden;15
2009-08;2009;8;18-39;W;Schweiz;Kreis Ost;Neudorf;752
2012-05;2012;5;18-39;M;Schweiz;Kreis Centrum;St.Georgen;670
2013-04;2013;4;60-79;M;Ausland;Kreis Centrum;St.Georgen;26
2013-01;2013;1;80+;M;Schweiz;Kreis Centrum;Riethüsli;55
2009-08;2009;8;18-39;W;Schweiz;Kreis West;Bruggen;1255
2012-05;2012;5;18-39;M;Schweiz;Kreis Ost;Notkersegg;168
2013-04;2013;4;60-79;M;Ausland;Kreis Ost;Langgass-Heiligkreuz;130
2013-01;2013;1;80+;M;Schweiz;Kreis Ost;Langgass-Heiligkreuz;120
2009-08;2009;8;18-39;W;Schweiz;Kreis West;Lachen;799
2012-05;2012;5;18-39;W;Ausland;Kreis Ost;Neudorf;345
2013-04;2013;4;60-79;M;Ausland;Kreis West;Bruggen;159
2013-01;2013;1;80+;M;Schweiz;Kreis Ost;Notkersegg;29
2009-08;2009;8;18-39;W;Schweiz;Kreis West;Winkeln;375
2012-05;2012;5;18-39;W;Ausland;Kreis Ost;Notkersegg;51
2013-04;2013;4;60-79;M;Ausland;Kreis West;Lachen;133
2013-01;2013;1;80+;M;Schweiz;Kreis Ost;Rotmonten;64
2009-08;2009;8;40-59;M;Ausland;Kreis Centrum;St.Georgen;128
2012-05;2012;5;18-39;W;Schweiz;Kreis Centrum;Innenstadt;506
2013-04;2013;4;60-79;M;Schweiz;Kreis Centrum;Rosenberg;210
2013-01;2013;1;80+;M;Schweiz;Kreis West;Lachen;80
2009-08;2009;8;40-59;M;Ausland;Kreis Ost;Neudorf;233
2012-05;2012;5;18-39;W;Schweiz;Kreis West;Lachen;794
2013-04;2013;4;60-79;W;Ausland;Kreis Centrum;St.Georgen;22
2013-01;2013;1;80+;W;Ausland;Kreis Centrum;St.Georgen;6
2009-08;2009;8;40-59;M;Schweiz;Kreis Ost;St.Fiden;621
2012-05;2012;5;18-39;W;Schweiz;Kreis West;Winkeln;446
2013-04;2013;4;60-79;W;Schweiz;Kreis Centrum;Riethüsli;300
2013-01;2013;1;80+;W;Ausland;Kreis West;Lachen;10
2009-08;2009;8;40-59;W;Ausland;Kreis Centrum;Riethüsli;126
2012-05;2012;5;40-59;M;Ausland;Kreis Centrum;Linsebühl-Dreilinden;206
2013-04;2013;4;60-79;W;Schweiz;Kreis Ost;St.Fiden;577
2013-01;2013;1;80+;W;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;316
2009-08;2009;8;40-59;W;Ausland;Kreis West;Bruggen;402
2012-05;2012;5;40-59;M;Ausland;Kreis Centrum;Rosenberg;155
2013-04;2013;4;60-79;W;Schweiz;Nicht zuteilbar;nicht zuteilbar;43
2013-02;2013;2;0-17;M;Ausland;Kreis Centrum;Rosenberg;184
2009-08;2009;8;40-59;W;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;417
2012-05;2012;5;40-59;M;Ausland;Kreis Ost;Langgass-Heiligkreuz;373
2013-04;2013;4;80+;M;Ausland;Kreis Ost;Neudorf;12
2013-02;2013;2;0-17;M;Ausland;Kreis Centrum;St.Jakob;65
2009-08;2009;8;40-59;W;Schweiz;Kreis Ost;Rotmonten;327
2012-05;2012;5;40-59;M;Schweiz;Kreis Centrum;St.Georgen;603
2013-04;2013;4;80+;M;Ausland;Kreis Ost;Notkersegg;2
2013-02;2013;2;0-17;M;Ausland;Kreis Ost;Neudorf;180
2009-08;2009;8;40-59;W;Schweiz;Kreis Ost;St.Fiden;731
2012-05;2012;5;40-59;M;Schweiz;Kreis Ost;Neudorf;793
2013-04;2013;4;80+;M;Ausland;Kreis West;Lachen;14
2013-02;2013;2;0-17;M;Ausland;Kreis West;Bruggen;379
2009-08;2009;8;60-79;M;Ausland;Kreis Centrum;Innenstadt;36
2009-12;2009;12;80+;W;Schweiz;Kreis Centrum;Innenstadt;68
2013-04;2013;4;80+;M;Schweiz;Kreis Centrum;Innenstadt;27
2013-02;2013;2;0-17;M;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;168
2009-08;2009;8;60-79;M;Ausland;Kreis West;Winkeln;61
2009-12;2009;12;80+;W;Schweiz;Kreis Ost;St.Fiden;255
2013-04;2013;4;80+;M;Schweiz;Kreis Ost;Notkersegg;30
2013-02;2013;2;0-17;M;Schweiz;Kreis Centrum;Rosenberg;136
2009-08;2009;8;60-79;M;Schweiz;Kreis Centrum;St.Jakob;189
2008-01;2008;1;0-17;M;Ausland;Kreis Ost;Neudorf;184
2013-04;2013;4;80+;M;Schweiz;Kreis Ost;Rotmonten;61
2013-02;2013;2;0-17;M;Schweiz;Kreis Ost;Rotmonten;181
2009-08;2009;8;60-79;M;Schweiz;Kreis Ost;Notkersegg;168
2008-01;2008;1;0-17;M;Schweiz;Kreis Centrum;Rosenberg;139
2013-04;2013;4;80+;M;Schweiz;Kreis West;Winkeln;57
2013-02;2013;2;0-17;M;Schweiz;Nicht zuteilbar;nicht zuteilbar;31
2009-08;2009;8;60-79;M;Schweiz;Kreis Ost;St.Fiden;418
2008-01;2008;1;0-17;M;Schweiz;Kreis Centrum;St.Georgen;389
2013-04;2013;4;80+;W;Ausland;Kreis West;Bruggen;21
2013-02;2013;2;0-17;W;Ausland;Kreis Centrum;Rosenberg;147
2009-08;2009;8;60-79;M;Schweiz;Kreis West;Bruggen;683
2008-01;2008;1;0-17;M;Schweiz;Kreis Ost;Neudorf;571
2013-04;2013;4;80+;W;Schweiz;Kreis Ost;Langgass-Heiligkreuz;244
2013-02;2013;2;0-17;W;Ausland;Kreis Centrum;St.Georgen;67
2009-08;2009;8;60-79;W;Ausland;Kreis Centrum;Innenstadt;30
2008-01;2008;1;0-17;M;Schweiz;Kreis West;Bruggen;661
2013-05;2013;5;0-17;M;Ausland;Kreis Centrum;Riethüsli;99
2013-02;2013;2;0-17;W;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;143
2009-08;2009;8;60-79;W;Ausland;Kreis Centrum;Riethüsli;39
2008-01;2008;1;0-17;M;Schweiz;Kreis West;Winkeln;277
2013-05;2013;5;0-17;M;Ausland;Kreis Centrum;Rosenberg;170
2013-02;2013;2;0-17;W;Schweiz;Kreis Centrum;Riethüsli;255
2009-08;2009;8;60-79;W;Ausland;Kreis Ost;St.Fiden;125
2008-01;2008;1;0-17;W;Ausland;Kreis Centrum;St.Georgen;49
2013-05;2013;5;0-17;M;Ausland;Kreis Ost;Langgass-Heiligkreuz;261
2013-02;2013;2;0-17;W;Schweiz;Kreis Centrum;St.Georgen;368
2009-08;2009;8;60-79;W;Ausland;Nicht zuteilbar;nicht zuteilbar;2
2008-01;2008;1;0-17;W;Ausland;Kreis Ost;Rotmonten;33
2013-05;2013;5;0-17;M;Ausland;Kreis Ost;Notkersegg;25
2013-02;2013;2;0-17;W;Schweiz;Kreis Centrum;St.Jakob;127
2009-08;2009;8;60-79;W;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;295
2008-01;2008;1;0-17;W;Schweiz;Kreis Ost;Langgass-Heiligkreuz;350
2013-05;2013;5;0-17;M;Ausland;Kreis West;Bruggen;385
2013-02;2013;2;0-17;W;Schweiz;Kreis West;Bruggen;648
2009-08;2009;8;60-79;W;Schweiz;Kreis West;Lachen;445
2008-01;2008;1;18-39;M;Ausland;Kreis Centrum;St.Jakob;366
2013-05;2013;5;0-17;W;Ausland;Kreis Centrum;St.Georgen;66
2013-02;2013;2;0-17;W;Schweiz;Kreis West;Lachen;296
2009-08;2009;8;60-79;W;Schweiz;Kreis West;Winkeln;351
2008-01;2008;1;18-39;M;Schweiz;Kreis Centrum;Rosenberg;670
2013-05;2013;5;0-17;W;Ausland;Kreis Centrum;St.Jakob;57
2013-02;2013;2;18-39;M;Ausland;Kreis Ost;Neudorf;415
2009-08;2009;8;80+;M;Ausland;Kreis Centrum;Innenstadt;1
2008-01;2008;1;18-39;M;Schweiz;Kreis Ost;Neudorf;728
2013-05;2013;5;0-17;W;Ausland;Kreis Ost;St.Fiden;259
2013-02;2013;2;18-39;M;Ausland;Kreis Ost;St.Fiden;651
2009-08;2009;8;80+;M;Ausland;Kreis Centrum;Riethüsli;3
2008-01;2008;1;18-39;M;Schweiz;Kreis Ost;St.Fiden;821
2013-05;2013;5;0-17;W;Schweiz;Kreis Ost;Langgass-Heiligkreuz;340
2013-02;2013;2;18-39;M;Ausland;Kreis West;Bruggen;783
2009-08;2009;8;80+;M;Ausland;Kreis Centrum;St.Georgen;2
2008-01;2008;1;18-39;M;Schweiz;Kreis West;Lachen;743
2013-05;2013;5;0-17;W;Schweiz;Kreis Ost;Neudorf;493
2013-02;2013;2;18-39;M;Schweiz;Kreis Ost;Langgass-Heiligkreuz;1031
2009-08;2009;8;80+;M;Ausland;Kreis Ost;Notkersegg;1
2008-01;2008;1;18-39;W;Schweiz;Kreis Centrum;Riethüsli;560
2013-05;2013;5;0-17;W;Schweiz;Kreis West;Winkeln;258
2013-02;2013;2;18-39;M;Schweiz;Kreis Ost;Notkersegg;156
2009-08;2009;8;80+;M;Ausland;Nicht zuteilbar;nicht zuteilbar;2
2008-01;2008;1;18-39;W;Schweiz;Kreis West;Bruggen;1205
2013-05;2013;5;18-39;M;Ausland;Kreis Ost;Notkersegg;63
2013-02;2013;2;18-39;W;Ausland;Kreis Ost;Rotmonten;101
2009-08;2009;8;80+;M;Schweiz;Kreis Ost;Langgass-Heiligkreuz;138
2008-01;2008;1;40-59;M;Ausland;Kreis Ost;Neudorf;217
2013-05;2013;5;18-39;M;Schweiz;Kreis Centrum;Innenstadt;620
2013-02;2013;2;18-39;W;Ausland;Kreis Ost;St.Fiden;612
2009-08;2009;8;80+;M;Schweiz;Kreis Ost;Neudorf;153
2008-01;2008;1;40-59;M;Ausland;Kreis West;Lachen;370
2013-05;2013;5;18-39;M;Schweiz;Kreis Centrum;St.Georgen;661
2013-02;2013;2;18-39;W;Ausland;Kreis West;Lachen;554
2009-08;2009;8;80+;W;Ausland;Kreis Ost;Langgass-Heiligkreuz;16
2008-01;2008;1;40-59;M;Ausland;Kreis West;Winkeln;147
2013-05;2013;5;18-39;W;Ausland;Kreis Ost;Neudorf;364
2013-02;2013;2;18-39;W;Ausland;Nicht zuteilbar;nicht zuteilbar;37
2009-08;2009;8;80+;W;Ausland;Kreis Ost;Notkersegg;2
2008-01;2008;1;40-59;W;Ausland;Kreis Centrum;St.Georgen;78
2013-05;2013;5;18-39;W;Ausland;Kreis Ost;St.Fiden;612
2013-02;2013;2;18-39;W;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;636
2009-08;2009;8;80+;W;Ausland;Kreis West;Lachen;3
2008-01;2008;1;40-59;W;Ausland;Kreis Ost;Neudorf;206
2013-05;2013;5;18-39;W;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;635
2013-02;2013;2;18-39;W;Schweiz;Kreis Centrum;St.Jakob;492
2009-08;2009;8;80+;W;Ausland;Kreis West;Winkeln;4
2008-01;2008;1;40-59;W;Ausland;Nicht zuteilbar;nicht zuteilbar;10
2013-05;2013;5;18-39;W;Schweiz;Kreis West;Bruggen;1333
2013-02;2013;2;18-39;W;Schweiz;Kreis West;Winkeln;463
2009-08;2009;8;80+;W;Schweiz;Kreis Centrum;Riethüsli;83
2008-01;2008;1;40-59;W;Schweiz;Kreis Centrum;St.Georgen;612
2013-05;2013;5;40-59;M;Ausland;Kreis Centrum;Linsebühl-Dreilinden;219
2013-02;2013;2;40-59;M;Ausland;Kreis Ost;St.Fiden;407
2009-08;2009;8;80+;W;Schweiz;Kreis Ost;Langgass-Heiligkreuz;274
2008-01;2008;1;40-59;W;Schweiz;Kreis Ost;Neudorf;963
2013-05;2013;5;40-59;M;Ausland;Kreis Centrum;Riethüsli;159
2013-02;2013;2;40-59;M;Schweiz;Kreis Centrum;Riethüsli;425
2009-09;2009;9;0-17;M;Ausland;Kreis Centrum;Innenstadt;20
